reviewId,app_name,content,sentiment_polarity,sentiment
980c8f5e-71ec-4a51-8f37-00592e7905d1,Shopee,pra eu ser o bom shopping onliner que surgir   respeitar o cliente consumidor em todo o aspecto   tempo de entrega excelente   vários benefício   infinidade de loja e produto   e ainda ser um site super fácil de entender   sem complicação   não trar e tudo funcionar muito bem,positive,happiness
fbd2a876-9f0f-4abe-82f9-f4b17fd8971e,Shopee,serviço de varejo muito bom   o sistema de frete ser bom e funcionar muito bem   haver muito produto bom e recomendar que compr sempre em o início de setembro   pois ser o data de aniversário de o shopee e ter muito promoção   bom aplicativo e não ter problema com nenhum compra ate agora,positive,happiness
d53d8ea8-0586-4b4f-bafa-2a110d80d5a3,Shopee,compro sem medo de não receber o produto   entregar rápido   o que não estar gostar   ser que algum vez aparecer em o app que ser entregar sem ter ser de fato   em o outro dia ou dois dia depois ser que vir entregar   fico em o dúvida se algum vizinho receber e não repassar   mais não   ser um erro mesmo que precisar ser corriger o mais rápido,positive,sadness
d52df159-2657-462b-a165-de72f0f5c262,Shopee,um app muito bom recomendo   sempre compr e nunca dar nenhum problema   o único defeito ser que vc em o ter o opção de comprar qualquer coisa de cor diferentes em o mesmo loja   vc ter que colocar um de cada vez em o carrinho   a shopee poder colocar esse opção   quantidade e variação   ficar melhor fazer o compra e ajudar o cliente em o seu compra   não dar o    estrela por esse motivo chato e que já dever ter resolver isso a tempo,positive,sadness
c4a26416-86f6-4d88-8a33-5bdfdf26af5c,Shopee,o aplicativo ser muito bom   fácil de usar e ter tudo que tipo de produto até asiático    só eu fazer muito falta   q poder ser arrumar   que ser mais opção em o hora de o compra   exemplo   eu querer comprar um máscara facial   ter vários opção   e eu só poder escolher um em o compra   em o caso um tipo específico   não poder comprar dois diferente   só se ser dois igual   isso poder ser arrumar   não querer fazer dois compra só pra escolher outro tipo,positive,sadness
7fa37459-3d10-4a60-895d-ff19fbd0a429,Shopee,um grande variedade de produto   vendedor atencioso   o único problema ter ser o entrega   principalmente quando ser fazer por transportadora   compra nacional demorar muito para ser entregar   em o maioria de o vez   já o retorno com o suporte de o shopee   ser rápido e o reembolso quando necessário   ser super rápido,positive,sadness
ad73e357-79b9-4084-b391-24be9da1c4b8,Shopee,algum frete ser tão caro que nem o cupom de frete grátis ajudar   em caso de frete acima r        dever haver cupom de frete gratis de r        ou a o menos de r        mas em o geral o de elr        resolver ou ajudar   o vez algum produto vir com problema e nem sempre percebo em o primeiro momento   mas em o geral o produto ser bom   o maioria de o entrega ser rápido   mas algum demor bastante   enfim valer o pena e ir continuar comprar,positive,sadness
d0ee0189-2ce1-4f63-b1f4-e286b8a2ff26,Shopee,tô gostar muito de comprar em o shopee sinto q ultimamente estar se esforçar pra melhorar cada vez mais o atendimento   coisa q acontecir como demorar ou vir faltar item já não ter acontecer mais   melhorar muito   e em relação a o cupons de frete   facilitar demais esse esquema de frete grátis a partir de         ter comprar com mais frequência agora por causa de isso   love shopee,positive,happiness
9fbaece5-0d55-4cda-98c7-86abf75314ef,Shopee,a princípio   funcionar tudo muito bem   ter mais ou menos um    mês que não consigir efetuar compra com nenhum cartão de crédito   porque ele simplesmente não aparecer em o hora que escolhar o forma de pagamento   entrar em contato através de o chat   ele eu dar várias orientação   para tentar resolver   apagar Cache   atualizar versão   desinstalar e instalar novamente   tentar usar o conta em outro aparelho e outro coisa mais   simplesmente não consigo e ninguém resolver   desisto,negative,anger
2854eefb-e6d9-48ca-82e9-07abfda0c500,Shopee,de longe o bom app de compra nacional e internacional   só algum detalhe que precisar mudar   o mais necessário de eles   em o meu opinião   ser o criação de um   botão   para voltar o página incial   por várias vez estar navegar por produto em sequência e quando tentar acessar o página   ter que voltar todo o produto   ou fechar o app e abrir de novo   cansativo,positive,sadness
647d346d-525f-46ef-a3bc-7e31638ae2ca,Shopee,eu ir ter que corrigir meu classificação   a shopee ser um bom site para compra   mas não ter política de reembolso quando o vendedor enviar mercadoria avariar ou diversa de o que ser pedir   não existir o opção de vc fazer o devolução   inclusive acontecer de eu comprar um produto e o loja depois ser banir   em esse caso a shopee dever fazer o reembolso   então cuidado a o comprar coisa de alto valor   ainda bem que meu prejuízo ser pequeno,negative,fear
b50174f8-2d05-4e39-b693-4402a295838e,Shopee,cancelar dois compra meu   status de o cancelamento   falta de pagamento   ser que o compra ser fazer em o hora através de o cartão de crédito   questionei em o chat   que ser um robô   ninguém para responder algo plausível   de esse vez o motivo ser vendedor inativo por mais de    dia   o reembolso cair apenas um parte   de esse vez o que o robô registrar ser que o reembolso poder ser fazer em dois ciclo   não compro mais   nunca ter esse problema em o aliexpress   amazon e mercado livre   recomer,negative,anger
8412d72d-0799-4b24-a032-2fe1efc8e40d,Shopee,já ter experiência bom em o shopee   antes conseguir comprar de bom com cartão de crédito   agora não com si mais   sempre dar falha em o pagamento   sem contar que já entrar em contato várias vez com o suporte de o shopee para solicitar o erro e nada ser resolver   parecer que estar fazer de propósito para migrar mos para o sparcelado,negative,disgust
04d4dd98-c676-461a-a2e2-d841f74313d1,Shopee,diante de todo o compra que fiz     app ultimamente deixar a desejar   valer o pena devido o promoção de compra sem valor minimo mas nem em todo loja funcionar e o desconto em o frete lembr se nao existir frete gratis   pra alguém sobrar pagar este conta   ja ter entrega que chegar mega rapir   assim como já ter o que dar muito dor de cabeça por demor em o correio ou problema com o transportadora que nao ter canal de atendimento   dever se prestar muito atenção em o descrição,negative,fear
2a278f67-43d2-418e-970a-09460cd193d3,Shopee,plataforma totalmente seguro   lá se o vendendor demorar a empacotar o seu pedido   o próprio chopee notifico avisar que ir devolver o nosso dinheiro   aplicativo muito bom e bem fazer   principalmente o cupom de frete grátis que destacar em o plataforma   merecer todo o estrela de o espaço   nunca ter nenhum tipo de problema recomer muito a shopee,positive,happiness
2d0a2e53-cbcd-48bd-9e8f-bfeeb69fd1c2,Shopee,até o momento meu experiência com o shopee ter ser muito bom   poder melhorar em o parte de o avaliação   onde ter todo o trabalho de tirar o foto e gravar o vídeo e o app de o shopee não salvar o informação e   se esbarrar o dedo sem querer em o tecla voltar ou até mesmo se travar em o hora de concluir o avaliação   ter que começar tudo novamente   isto ter que ser revisar por o equipe de ti com o grande urgência para pouparmos tempo e não precisarmos refazer tudo   ficar o dica,positive,sadness
e34748a2-10c5-4093-9577-a8e8568e70e4,Shopee,depois de esse último atualização estar ter problema com o compra em o cartão de crédito   algum vez dizer que o pagamento falhar   porém em o segundo tentativa o pagamento ser concluir   porém outro vez o pagamento simplesmente não ir o que acarretar eu cancelar o compra,negative,disgust
da50e5f5-259a-495a-aa38-9c5f6fd393e2,Shopee,até um mês atrás ter um probleminha   mas ser resolver   só não gostar de um produto   o demais eu ameir   mas porém depois que ser abrir o carteira chopppey   cada vês que um produto que eu compr e paguei ser cancelar por o chopp meu reembolso ir direto pra esse maldita carteiro chopppey   que inclusive bloquearar ser a quase um mês estar tentar desbloquear e não consigo   infelizmente a chopp não facilitar em nada em o meu problema   ir fechar o aplicativo chopp   pra eu chegar   ,negative,anger
adf288be-a573-44c8-b38d-42a5e8b171f6,Shopee,o app ser bom   já passar por um muito ruim de um vendedor que eu vender algo com defeito   não conseguir trocar nem ter meu dinheiro de volta porque não constar em o meu conta o compra   fiquei com muito raiva e ter até hoje   dou o    estrela porque continuar comprar e não ter mais esse problema   hoje em dia tiro print de tudo   o entrega ser rápido e o mercadoria Condiz com anúncio   aconselho sempre a ler muito bem o descrição,positive,sadness
35dd28aa-4a77-4164-a908-2ef9fa40fe6e,Shopee,gosto de o aplicativo   para melhorar   gostar que o loja ter mais item de informática e eletroeletrônico como o aliexpress   também gostar que melhorar o busca por produto   assim   eu gostar que quando eu achar um produto   mas ele ser internacional   ser bom ter um botão que fizesse o sistema procurar para eu o mesmo produto   só que de fornecedor nacional   prefiro não precisar pagar taxa de importação   em resumo achar muito melhor a shopee de o que o concorrente de ela,positive,sadness
51d82b88-d538-4e01-b6a2-00ba215a1a11,Shopee,usar haver mês e até então   tudo correr relativamente bem   nunca ter problema   em o meu último compra   como fazer todo o vez   tiro o dado de o cartão cadastrar logo em seguida   venho tentar tirar meu dado de cartão de crédito   sem sucesso   já falar com o suporte que em nada conseguir eu ajudar   ser um pena   não para eu   mas para o shopee   enquanto isso não se resolver   não compro mais nada,negative,anger
e182a7de-699d-4f37-87fa-613a87135aa0,Shopee,eu amo o app   ter realmente variedade de produto   mas pra eu o dois único problema ser q o maioria de o frete sair muito pesar   então nem sempre compensa usar um cupom e o frete sair um absurdo de caro   o segundo problema ser q se eu fizer compra de      ou mais eu ter q pagar pra cada objeto,positive,sadness
13918738-c5ea-4676-91cd-5581f3b9e0f1,Shopee,o que já ser ruim   piorar   desde      nenhum cupom selecionar aparecer para finalizar o compra   todo dentro de o regra   até mesmo o cupom de fidelidade ganhar a o subir de nível funcionar   em o chat não ter como enviar print   dar erro e o inútel dizer que nada poder fazer   se só ser garoto de recado   passar o recado para que o que poder fazer algum coisa   façam   aliás   chamar aquilo de atendimento   aliexpres   amazon   mercado livre   sempre em o frente   shopee só em último caso,negative,anger
0cf77671-ed83-465b-898d-58562cca059a,Shopee,a shopee não estar eu dar o moeda em o valor de o compra e o vez nem a de o avaliação conforme vc procurar um produto e ir abrir o app ficar cada vez mais lento a ponto de travar e ter q fechar   fora o bonificação q quase não existir mais frete grátis então quase não ter    aumentar para        o valor mínimo muito alto    deixar de ser o bom para ser igual a qualquer outro app   ,negative,anger
f1b56b19-5568-41ea-83b0-a9793c230a24,Shopee,estar gostar muito de o app   muito prático e fácil de usar   nunca ter problema com o compra que fiz   atualizar   ultimamente serviço de rastreamento e logístico horrível,positive,sadness
12372a7c-3045-4daa-b885-f01ea628dd15,Shopee,o app ser bom porém ultimamente ter estar muito lento   e algum cupom recebido ser enganoso por exemplo dizer que se vc comprar acima de        não pagar frete que ser mentira   mas tudo que compro até aqui chegar certinho por isso   ,positive,sadness
1b19757c-8872-4fad-b86e-946071af2ec0,Shopee,ponto positivo   facilidade de compra   variedade de produto e preço acessível   ponto negativo   app cheio de bugs   muito travamento   cupom de frete   Fake    voce aplicar o cupom de frete grátis e ai quando vc escolher o meio de pagamento o frete volta a ser cobrar   mesmo quando dizer que poder ser usar   isso representar um tremenda perda de tempo   o maioria de o entrega   mesmo nacional   ser super demorar,negative,anger
e42c0be7-9386-442c-a1f2-4eef4bd739ca,Shopee,gostar de comprar   compro bastante   mas   ter algum ressalva   o vendedor de aqui   algum parecer que não querer vender   o vez nem responder o que perguntar   e o entrega   quase sempre   ser demorar   prefiro comprar de o China   muito mais barato   vendedor atencioso e o entrega ser rápir por ser de outro continente   pena que não dar pra ficar comprar mais por causa de o taxa abusivo de o governo federal   ,positive,sadness
3298e443-fa24-4bd0-96fa-930171b333d2,Shopee,até q gosto de comprar em o shopee   quase não ter problema   o compra quase sempre chegar perfeitamente   mas em o último dia o entrega não estar ser concluído ter q pedir devolução de reembolso trazer transtorno para o cliente   estar haver muito erro de o embalador e o produto q não chegar ou produto errar   fazer reembolso   mas percor muito tempo em o espera de o meu dinheiro   mesmo assim gostar muito de o preço baixo e o desconto de frete   se melhorar este questão dario nota    ,positive,sadness
efa65c3b-86af-48fd-9aa0-b37424ca2781,Shopee,gostar muito   porém   sempre ter algo acontecer     de esse vez   não ter conseguir fazer vídeo em o avaliação   o foto ir de bom   mas o outro não carregar   e não ser problema de o aparelho   pq consigo fazer vídeo em o outro apps de compra   mas   notar que o entrega voltar a ser agilizar e chegar antes de o prazo   isso   pra eu   ser de sum importância   por causa de esse por pequeno   o nota   mas   recomer,positive,sadness
f6084bcf-dac4-4b67-aa79-9a51174c4967,Shopee,um bom aplicativo   porém o fato de você não saber por quem ir ser fazer o entrega ser horrível   antes ter como ver se ser transportadora privado ou correio   agora não ter como e isso ser horrível   ter que depender de o estresse e de o demora que o correio ter,negative,anger
208ed492-6416-46bd-9a28-53ff1b5069a1,Shopee,ser muito bom   hoje em dia apresentar erro de servidor   falha de carregamento e muito instabilidade   nem imaginar se ser um smartphone antigo  ,negative,disgust
208ed492-6416-46bd-9a28-53ff1b5069a1_b,Shopee,realmente estar ver melhora significativo   muito obrigado     amo o app,positive,happiness
81881c30-27ab-4023-9160-f47d5a2861c2,Shopee,gostar de comprar em o shopee        o plataforma ser fácil de mexer   normalmente ter bom promoção e considerar o cupons vantajoso   em especial aquele de o loja parceiro e o que proporcionar frete grátis com valor de compra a partir de r            obs    vantagem até o momento que escrevar o avaliação     aconselho verificar o pror e o cupom com frequência para um bom aproveitamento   ,positive,happiness
87e6cd11-3aca-4065-8827-1edf73045cda,Shopee,o questão de o    estrela ser porque o shopee precisar implementar um diferencial de o mercado livre   que ser o opção de o full   o vez agente precisar urgente um produto   e em o shoppe não ter isso   e o falta de responsabilidade dia vendedor   colocar um foto de um produto e enviar outro para seu cliente   isso ser um falta de respeito   precisar mudar isso logo     a shoppe em relação de preço   estar de parabéns   mais em conta o preço de o q o rival      ,positive,sadness
04272c67-f7dd-4c2e-a07f-bd059aede034,Shopee,o frete cobrar estar deixar muito a desejar   já ser muito bom   agora certo mercadoria   ser barata   mas o frete sair   x o valor de o mesma   não compensa   ser um pena   ter desistir de comprar muito coisa   o dia de o mês tipo       q anunciar frete grátis   não puder fazer um único compra em esse condição   decepcionar,positive,sadness
ebb18b09-913f-4ce7-9862-cd5b2a560146,Shopee,arrumer esse bug   não dar pra ficar    minuto em o app   o pessoa navego em o app   entrar em anúncio similar   e de o nada   o app trar   o tela o vez congela   quando não congela você também não conseguir entrar em o coisa clicar   e não   não ser meu aparelho celular   já testar em todo o androids de o casa   e ser o mesmo coisa   eu já chegueir a comprar coisa em outro app   pra não ter que passar por isso em o shopee   melhor o experiência cliente x interface funcionalidade pfvr,negative,anger
69f94f22-499f-4135-9f94-0f6db3e9d03a,Shopee,estar cada vez bom   pra empatar com o concorrência só faltar um logístico que junte todo o pacote de vendedor diferente em um único pacote e entregar tudo junto   porquê o vez compramos vários objeto pequeno de vendedor diferente e ter que ficar o semana todo receber pacote   o mercadolivre ter o opção de receberr tudo em um único entrega   isso facilitar muito nosso vida   pra não terr que deixar de resolver outro coisa esperar o entrega durante o semana todo,positive,sadness
7a2b3085-1baa-49bb-b78f-68a0768a4159,Shopee,eh eu gostar muito de o aplicativo   antes eu não ligar para isso   aí ser só fazer um compra e pronto     eu tornei cliente fiel de o shoppe   não consigo querer comprar em outro aplicativo   ser bem fácil de usar   claro ter seu defeito também   se ser que eu poder jogar isso em cima de o shoppe   ser mais com o transportadora   ter um certo descaso com o cliente   esperar que em o futuro ter em todo o compra o código para receber o objeto   shoppe eu tratar super rápido em o meu reembolso   estar satisfeito,positive,happiness
17428fc4-8f00-4c8c-8b38-b33b19219ea2,Shopee,o produto e preço ser muito bom   o gráfico bem detalhado e fácil de entender   o que deixar a desejar mesmo   ser o demor para entregar o o compra   ser que o mercado livre ter o opção de entregar em o mesmo dia   ou em o dia seguinte   mas de resto gostar muito de o shoppe   ,positive,sadness
bc607a6e-4f9a-4909-b8c1-f1c4229167dc,Shopee,um bom aplicativo   de fácil uso   já fiz várias compra em ele   ter um bom suporte   de fácil pagamento   o lado ruim de ele ser que ser difícil de ganhar cupom de desconto não ser como o de o shein que você conseguir vários cupom   se melhorar isso ficar perfeito   afinal eu achar que o compra de ele entrega mas rápido que o shein   mas enfim     ser bom eu gostar,positive,sadness
055745a3-ca70-42eb-96bc-70ab30c81989,Shopee,o app ter muito a melhorar   a começar por o sugestão de produto   a o vez você pesquisar algo sobre maquiagem e aparecer coisa como   vibrador   e outro coisa de o ramo   e não ter como você sinalizar que não querer ver produto de aquele tipo   o jogo travar muito   muito mesmo   chegar a ser irritante,negative,anger
170312ea-6815-4114-9b26-cfe8e9a51f1a,Shopee,ap muito ruim de entrar   trar muito   para pesquisar e comprar um produto ou mesmo para colocar em o carrinho demor   depender de o hora um       minuto   ter outro aplicativo de compra e ser todo rápido   a o questão de segundo minuto  ,negative,disgust
170312ea-6815-4114-9b26-cfe8e9a51f1a_b,Shopee,em             estar reavaliar por estar bem bom de entrar e comprar por o ap   tanto para pesquisa e tudo mais de compra e entregar   perfeito,positive,happiness
98ea7089-fb2b-4717-b9b8-7fa838c58718,Shopee,em relação a o loja   nunca ter problema   agora   o serviço de entrega de o shopee ser simplesmente horroroso   o entregador quando não jogar o mercadoria por cima de o portão   deixar com terceiro   ter péssima experiência com o serviço de entrega   e   por o comentário   muito gente estar ser prejudicar com isso   decepcionar   já reclameir várias vez   mas isso continuar,negative,disgust
8dadac95-8439-43d6-b213-bb20509eaead,Shopee,excelente aplicativo   apresentar algum bugs   em o mais   possuir um excelente gama de produto e variação de preço   o fornecedor em seu maioria ser nacional o que nós conferir grande conforto e segurança a o efetuar o pedido ganhar grande velocidade em o entrega   que este app continuar crescer cada vez mais e ajudar muito gente através de o custo benefício de seu produto,positive,happiness
dbd3c76d-8c1f-4527-8435-0e208c47ccc9,Shopee,gosto de o plataforma de compra   mas o app ter muito bugs   já reinstalei e continuar ter erro constante em o carregamento de o página   fazer com que eu desista de o compra muitas vez   frustrante como experiência de usuário,negative,disgust
e34bb958-fc27-4373-ba84-d1c8350544e7,Shopee,shopee   quando querer fama   ser maravilhoso   desconto de verdade   cupons que funcionar de verdade   hoje em dia   quase nenhum cupom de frete grátis   mesmo o sem valor mínimo   funcionar de verdade   muito mais vantajoso usar o aliexpress   amazon   principalmente por o vantagem de o prime   e até mesmo o mercado livre,negative,anger
247ecf54-5885-4b6b-9988-172885f3f8a6,Shopee,a shopee eu mostrar muito artista nacional em esse período de taxa   ser muito bom saber que ter loja brs incrível que vender produto de excelente qualidade   ainda ser um pena esse taxa estar acabar com nosso liberdade de compra   talvez esse não ser o termo certo   mas ser leiga em o assunto    mas o shopee vir recompensar isso   fora que o suporte técnico ser excelente   ser pessoa muito carismático e sempre resolver nosso problema ou dúvida,positive,happiness
c7140f14-ce6b-401e-8a67-4cfae0fa0a05,Shopee,compro a bastante tempo   ponto a ser corrigir e   algum produto com selo de entrega grátis porém quando você finalizar o pedido eles adicionar um valor que ser de o entrega   outro ponto a melhorar ser de o próprio aplicativo que estar travar quase sempre,positive,sadness
51aaab4a-b2b3-4c6c-82c8-a4b70e611b72,Shopee,já ser um bom aplicativo de compra agora estar deixar muito a desejar muito decepcionar pois sempre comprar e gostar mais de um tempo pra cá vcs tirar o cupom de frete grátis colocar qualquer loja pra vender não selecionar o que ter compromisso com o cliente e não estar fazer mais promoção que compensar   voltar com o cupom de frete grátis em o valor mais baixo e olher bem o loja que anunciar um produto e mandar outro   só um sugestão o app ser meu favorito mais ter bom  ,negative,disgust
b2b81bc7-07dd-493f-87c3-11e49e7ec18b,Shopee,fiz um compra de um relógio em abril      o mesmo só funcionar    semana   abri um solicitação de reembolso    obedeci todo o passo de o devolução de o produto   e até hj não realizar o estorno de o compra em o meu cartão de crédito   dizer que em até    mês   o crédito voltar   estar insatisfeito com o política de devolução reembolso de o empresa   não passar credibilidade em o pós venda   em o mercado livre isso não acontecer   e o atendente não dar retorno e não saber o que falar,negative,anger
6b66f3a0-5f41-479f-abc1-ed7032abe766,Shopee,a shopee ser simplesmente incrível   eu usar este aplicativo regularmente para fazer compra onliner e estar sempre impressionar com o variedade de produto disponível e o ótimos preço   além de isso   o experiência de compra ser suave e conveniente   o entrega ser rápido e confiável   e o atendimento a o cliente ser excepcional   eu definitivamente recomendar o shopee a todo o meu amigo e familiar   bom trabalho   equipe shopee,positive,happiness
63230c21-f8cb-45fa-8f4d-fc05bd06eae2,Shopee,não ser mais possível acessar o central de o vendedor   o aplicativo não ter opção pra acessar o central de vendedor   e não com si mais acessar em o navegador   sem o central de o vendedor não ser possível gerar etiqueta e enviar o pedido   um falha grotesco de o shopee   ser muito bagunça em o aplicativo   dever ter um app exclusivo para vendedor que disponibilizar o ferramenta necessário   mas o shopee não tá nem aí prós vendedor cobrar taxa absurr e entregar o plataforma o traça   ,negative,anger
5a9bd1be-3161-4caa-8220-58399260adc8,Shopee,péssimo app   cheio de coisa que não fazer sentido nenhum   difícil de acompanhar a rotar de o seu pedido   interface muito ruim   cheio de cor   paracer app para divertir criança   e o prazo de entrega nunca respeitar   então resumir    estrela     eu não recomendar a shoppee   melhor o mercado livre   eu usei haver mais de    ano até agora nada a o reclamar de mercado livre   ser      vez melhor que o Shoppee,negative,anger
b7476343-848f-4514-ad7b-1e67ab1a8584,Shopee,eu gostar muito de o shopee    sempre ter algum coisa diferente e útil lá    único coisa que agora não estar legal ser o compra internacional que estar ficar parar em o alfândega e muitas vez o valor de o imposto brasileiro ser grande de o que o preço de o produto e de o frete         mais pra compra nacional ser bom   ,positive,sadness
7ac44b66-5ea1-4806-801a-0afe5a0ea22d,Shopee,bom dia   meu experiência com mais de     compra finalizar em o shpee a mais de ano ser marcar até esse data com quatro compra que dar problema   um de     real perdi tentar contato e não obtiver o estorno de o valor   o outro ser resarcir por o site e não ter perda   mas estar gostando e recomer o sopee   sinto que o plataforma de o shopp estar bem mais bom que antes  ,positive,sadness
11689c95-9579-4b31-9b6d-8755f49d09ff,Shopee,bom site de compra   mas como fazer várias compra   algum não se mostrar satisfatória   o sistema de atendimento a o consumidor ser fraco   o atendente não conseguir resolver o problema on line   e o equipe que ficar responsável por o atendimento posterior também não costumar ser eficaz,positive,sadness
06521fde-1a55-4ea4-97df-99da5bb2d70d,Shopee,não compr nada que quebre ou estraguer    começar a entregar o coisa jogar em o chão   sem tocar interfone   nem bater palma e eu estar em casa   ser que ser mto difícil fazer o entrega correto ou meu quintal parecer lixão   infelizmente não comprarar mais nada   pois já fiz dois reclamação e nada fazer     e ser várias entrega em o chão   sempre   notificar o entregador   mas nada mudar   só em o terceiro vez eu dar um formulário para preencher     serviço de má qualidade,negative,anger
86bffebb-5270-4fb3-a4a7-99af0b57886b,Shopee,bom app com muito promoção   principalmente de frete grátis   o bom de todo   de o pra por foto e vídeo de o compra em o avaliação   tornar mais fácil pro outro avaliar se valer o pena comprar aquele produto   só dever incluir o modo noturno de tela   branco de aquele jeito prejudico o visão   o único problema que eu ter ser culpa de o vendedor   tão demorar demais pra encaminhar o produto   o gente já ter que esperar o correio e ainda esperar o vendedor deixar o espera mais longo aind,positive,sadness
6263ed52-8bef-4198-8f51-e1f5c7501074,Shopee,estar gostar demais de comprar em o shopee   em o shopee ter produto ótimos   sempre que preciso comprar algo corro lá pra ver o opção e eles sempre ter o que estar precisar e com o bom preço e quase sempre não pagar taxa de entrega e isso ser tudo de bom facilita muito em o hora de fazer o compra      estar gostar muito   o produto ser entregar com muito capricho sempre bem embaladinho adorar tudo isso   e ser muito fácil comprar em o shopee por o aplicativo   só poder dizer muito obrigado   ,positive,happiness
53f31199-5e8b-4516-ad72-c2b08a406350,Shopee,gostar muito de esse aplicativo   em ele você encontrar vários produto   cozinha   roupa   maquiagem   pet   etc   por um preço super acessível   fora o cupom de desconto que poder estar ajudar a diminuir ainda mais o valor de o seu compra em o total   todo o meu entrega chegar em o dia prever e meu produto estar todo muito bem embalar   então sim   gostar muito de o shopee e super indico para qualquer um   ,positive,happiness
a1ad13de-52a9-4f28-bf33-d9862ce4befc,Shopee,interface e design simples de se compreender   extremo variação de produto e preço ótimos   depender de o produto    recomendar a todo   ser o app de compra que mais utilizo em o último tempo   ,positive,happiness
8ae8f47f-1b8c-47e9-9e4e-b840effad5ee,Shopee,aplicativo poder ser mais rápido   demor demais para entrar em o loja ele trar demais   e não ser meu celular pois ser o único que trar   para fazer o compra e bom   app para compra e ótimo   problema ser muito lento   trar demais,positive,sadness
